DOR Code,Municipality,County,Year,Population,DOR Income,DOR Income Per Capita,EQV,EQV Per Capita,Opiod Deaths,Democrat,Republican,Unemployment
215,Northborough,WORCESTER,1/1/2016,"14,762","683,536,000","46,304","2,670,546,700","180,907",1,58.70%,34.10%,3.58
216,Northbridge,WORCESTER,1/1/2016,"16,103","506,503,000","31,454","1,475,839,800","91,650",1,42.30%,49.30%,4.31
217,Northfield,FRANKLIN,1/1/2016,"3,023","79,543,000","26,313","416,996,200","137,941",0,60.00%,32%,3.04
218,Norton,BRISTOL,1/1/2016,"19,367","586,485,000","30,283","2,041,345,000","105,403",1,47.40%,46.20%,4.24
219,Norwell,PLYMOUTH,1/1/2016,"10,723","749,922,000","69,936","2,356,322,900","219,745",1,50.50%,44%,3.37
220,Norwood,NORFOLK,1/1/2016,"28,951","1,055,714,000","36,466","4,423,209,600","152,783",14,57.80%,36.70%,3.57
221,Oak Bluffs,DUKES,1/1/2016,"4,685","84,651,000","18,069","2,643,282,300","564,201",1,70.60%,25.00%,5.50
222,Oakham,WORCESTER,1/1/2016,"1,912","57,638,000","30,145","200,330,800","104,776",0,37.50%,55%,4.60
223,Orange,FRANKLIN,1/1/2016,"7,756","131,030,000","16,894","502,261,700","64,758",1,44.70%,46.40%,4.91
224,Orleans,BARNSTABLE,1/1/2016,"5,868","256,868,000","43,774","3,849,037,500","655,937",1,60.30%,33.90%,3.80
225,Otis,BERKSHIRE,1/1/2016,"1,595","42,432,000","26,603","656,047,100","411,315",1,47.90%,45.30%,3.84
226,Oxford,WORCESTER,1/1/2016,"13,806","356,027,000","25,788","1,288,985,500","93,364",3,40.30%,53%,3.66
227,Palmer,HAMPDEN,1/1/2016,"12,157","280,742,000","23,093","896,242,200","73,722",5,41.10%,51%,5.14
228,Paxton,WORCESTER,1/1/2016,"4,854","195,918,000","40,362","450,419,600","92,793",0,46.60%,46.20%,3.37
229,Peabody,ESSEX,1/1/2016,"52,044","1,472,311,000","28,290","6,526,419,100","125,402",11,52.00%,43.50%,3.68
230,Pelham,HAMPSHIRE,1/1/2016,"1,319","43,888,000","33,274","180,375,200","136,751",0,83.60%,11.10%,2.92
231,Pembroke,PLYMOUTH,1/1/2016,"18,097","631,329,000","34,886","2,383,250,400","131,693",5,45.10%,47.90%,3.69
232,Pepperell,MIDDLESEX,1/1/2016,"11,876","379,810,000","31,981","1,138,423,200","95,859",2,44.60%,47.20%,3.30
233,Peru,BERKSHIRE,1/1/2016,842,"15,358,000","18,240","89,124,800","105,849",0,50.60%,41.10%,3.79
234,Petersham,WORCESTER,1/1/2016,"1,244","33,934,000","27,278","151,416,500","121,717",0,52.50%,39.30%,4.04
235,Phillipston,WORCESTER,1/1/2016,"1,707","39,414,000","23,090","190,957,600","111,867",0,37.30%,54.80%,4.26
236,Pittsfield,BERKSHIRE,1/1/2016,"44,057","1,026,115,000","23,291","3,452,075,400","78,355",22,69.60%,24%,4.76
237,Plainfield,HAMPSHIRE,1/1/2016,650,"12,135,000","18,669","87,121,300","134,033",0,65.60%,26.70%,3.60
238,Plainville,NORFOLK,1/1/2016,"8,825","315,181,000","35,715","1,227,709,400","139,117",1,45.90%,46.30%,3.40
239,Plymouth,PLYMOUTH,1/1/2016,"57,826","1,756,708,000","30,379","8,960,909,400","154,963",26,48.70%,45%,3.96
240,Plympton,PLYMOUTH,1/1/2016,"2,859","91,922,000","32,152","508,346,600","177,806",2,41.50%,50.40%,3.85
241,Princeton,WORCESTER,1/1/2016,"3,436","165,478,000","48,160","459,644,500","133,773",1,52.80%,40.10%,3.43
242,Provincetown,BARNSTABLE,1/1/2016,"2,966","120,356,000","40,579","2,588,786,400","872,821",0,88.10%,9%,13.89
243,Quincy,NORFOLK,1/1/2016,"93,494","2,686,819,000","28,738","11,574,140,000","123,796",36,62.30%,32.70%,3.59
244,Randolph,NORFOLK,1/1/2016,"33,456","822,829,000","24,594","2,778,259,700","83,042",7,76.20%,20.60%,4.26
245,Raynham,BRISTOL,1/1/2016,"13,554","450,654,000","33,249","1,862,199,900","137,391",0,43.90%,50.40%,4.09
246,Reading,MIDDLESEX,1/1/2016,"25,327","1,170,343,000","46,209","4,027,651,700","159,026",4,59%,35.90%,2.90
247,Rehoboth,BRISTOL,1/1/2016,"11,837","436,156,000","36,847","1,581,077,700","133,571",0,40.90%,52.70%,3.79
248,Revere,SUFFOLK,1/1/2016,"53,756","1,031,104,000","19,181","4,135,457,600","76,930",17,61.10%,35.40%,3.81
249,Richmond,BERKSHIRE,1/1/2016,"1,453","71,037,000","48,890","471,800,300","324,708",0,71.90%,22.50%,2.80
250,Rochester,PLYMOUTH,1/1/2016,"5,381","196,673,000","36,550","849,130,600","157,802",0,41.20%,52.40%,3.90
251,Rockland,PLYMOUTH,1/1/2016,"17,632","446,182,000","25,305","1,738,672,800","98,609",10,47.20%,46.60%,4.22
252,Rockport,ESSEX,1/1/2016,"7,131","300,398,000","42,126","1,812,691,400","254,199",0,65.10%,28.60%,4.16
253,Rowe,FRANKLIN,1/1/2016,392,"10,382,000","26,485","275,867,200","703,743",0,51.90%,42.10%,5.06
254,Rowley,ESSEX,1/1/2016,"6,031","232,867,000","38,612","896,934,500","148,721",0,44.60%,48.10%,3.19
255,Royalston,WORCESTER,1/1/2016,"1,263","27,679,000","21,915","121,315,500","96,053",0,45.90%,47.10%,4.73
256,Russell,HAMPDEN,1/1/2016,"1,789","39,869,000","22,286","144,138,700","80,569",0,33.90%,58.50%,3.72
257,Rutland,WORCESTER,1/1/2016,"8,256","261,517,000","31,676","765,014,800","92,662",0,42.40%,49.20%,3.66
258,Salem,ESSEX,1/1/2016,"42,544","1,104,855,000","25,970","4,232,985,800","99,497",29,69.20%,25.40%,3.93
259,Salisbury,ESSEX,1/1/2016,"8,580","211,458,000","24,645","1,438,390,300","167,645",8,45.30%,48.50%,3.71
260,Sandisfield,BERKSHIRE,1/1/2016,920,"14,914,000","16,211","226,036,300","245,692",0,53.10%,39.70%,4.38
261,Sandwich,BARNSTABLE,1/1/2016,"20,589","696,140,000","33,811","3,811,136,400","185,105",4,48%,46.90%,3.71
262,Saugus,ESSEX,1/1/2016,"27,735","788,288,000","28,422","3,766,040,400","135,787",8,44.70%,51.30%,3.80
263,Savoy,BERKSHIRE,1/1/2016,683,"15,331,000","22,447","66,024,800","96,669",0,48.20%,42.70%,4.90
264,Scituate,PLYMOUTH,1/1/2016,"18,297","936,989,000","51,210","4,103,737,600","224,285",2,55.90%,38.20%,3.55
265,Seekonk,BRISTOL,1/1/2016,"14,366","468,667,000","32,623","2,074,658,800","144,415",1,47.80%,46.60%,3.73
266,Sharon,NORFOLK,1/1/2016,"18,027","1,095,222,000","60,755","2,895,867,400","160,641",1,70.70%,24.10%,2.96
267,Sheffield,BERKSHIRE,1/1/2016,"3,225","83,929,000","26,024","672,027,800","208,381",0,65.50%,28.00%,3.10
268,Shelburne,FRANKLIN,1/1/2016,"1,893","34,258,577","18,098","238,955,100","126,231",0,71.20%,20.10%,4.17
269,Sherborn,MIDDLESEX,1/1/2016,"4,239","763,134,000","180,027","1,153,727,900","272,170",1,67.40%,24.10%,2.36
270,Shirley,MIDDLESEX,1/1/2016,"7,613","178,601,000","23,460","556,300,200","73,072",0,49%,43.20%,4.58
271,Shrewsbury,WORCESTER,1/1/2016,"36,309","1,692,602,000","46,617","4,974,698,800","137,010",3,57.20%,36.90%,3.24
272,Shutesbury,FRANKLIN,1/1/2016,"1,773","43,286,000","24,414","216,229,500","121,957",0,78.80%,11.50%,2.40
273,Somerset,BRISTOL,1/1/2016,"18,290","549,342,000","30,035","2,214,243,800","121,063",1,49.10%,46%,4.32
274,Somerville,MIDDLESEX,1/1/2016,"78,804","2,332,152,000","29,594","10,446,575,400","132,564",19,84.60%,10.50%,2.59
275,South Hadley,HAMPSHIRE,1/1/2016,"17,740","475,577,000","26,808","1,482,316,700","83,558",2,57.60%,36.20%,3.88
276,Southampton,HAMPSHIRE,1/1/2016,"5,984","207,363,000","34,653","676,154,500","112,994",1,47.20%,45.80%,3.42
277,Southborough,WORCESTER,1/1/2016,"9,896","928,490,000","93,825","2,275,902,400","229,982",1,60.60%,32.80%,2.99
278,Southbridge,WORCESTER,1/1/2016,"16,793","321,987,000","19,174","953,583,100","56,785",14,54.80%,38.10%,5.64
279,Southwick,HAMPDEN,1/1/2016,"9,634","312,576,000","32,445","1,006,180,000","104,441",0,36.10%,57.30%,4.13
280,Spencer,WORCESTER,1/1/2016,"11,766","277,733,000","23,605","971,709,400","82,586",2,39.80%,53.50%,4.89
281,Springfield,HAMPDEN,1/1/2016,"153,703","2,084,349,000","13,561","7,077,664,000","46,048",75,74.60%,21%,6.90
282,Sterling,WORCESTER,1/1/2016,"7,894","318,680,000","40,370","990,201,200","125,437",1,44.10%,47.60%,3.52
283,Stockbridge,BERKSHIRE,1/1/2016,"1,963","62,622,000","31,901","827,768,800","421,686",0,75.60%,19.80%,3.60
284,Stoneham,MIDDLESEX,1/1/2016,"21,734","803,339,000","36,962","3,164,899,700","145,620",6,54.10%,40.90%,3.46
285,Stoughton,NORFOLK,1/1/2016,"28,106","792,521,000","28,198","3,210,961,200","114,245",7,59.90%,35.10%,3.75
286,Stow,MIDDLESEX,1/1/2016,"6,916","394,334,000","57,018","1,223,186,500","176,863",0,62.60%,29.20%,2.96
287,Sturbridge,WORCESTER,1/1/2016,"9,407","361,107,000","38,387","1,138,346,300","121,011",1,47.10%,45.10%,3.81
288,Sudbury,MIDDLESEX,1/1/2016,"18,367","1,802,401,000","98,133","4,154,472,500","226,192",0,70.60%,24.10%,2.79
289,Sunderland,FRANKLIN,1/1/2016,"3,690","89,881,000","24,358","351,627,700","95,292",1,71.80%,21%,2.99
290,Sutton,WORCESTER,1/1/2016,"9,133","401,098,000","43,917","1,234,142,300","135,130",0,41.30%,52.00%,3.64
291,Swampscott,ESSEX,1/1/2016,"13,951","916,172,000","65,671","2,380,319,800","170,620",3,64.60%,30.30%,3.14
292,Swansea,BRISTOL,1/1/2016,"16,079","473,342,000","29,439","1,954,736,100","121,571",0,45.20%,50.30%,4.02
293,Taunton,BRISTOL,1/1/2016,"56,069","1,232,738,000","21,986","4,620,384,400","82,405",44,52%,42%,4.68
294,Templeton,WORCESTER,1/1/2016,"8,134","182,779,000","22,471","571,482,700","70,259",3,38.80%,52.80%,4.39
295,Tewksbury,MIDDLESEX,1/1/2016,"30,107","1,025,213,000","34,052","3,979,613,200","132,182",12,44%,49.50%,3.55
296,Tisbury,DUKES,1/1/2016,"4,108","84,054,723","20,461","2,627,842,800","639,689",1,75.20%,18.80%,5.55
297,Tolland,HAMPDEN,1/1/2016,489,"9,865,000","20,174","187,789,200","384,027",0,32.90%,61.90%,3.51
298,Topsfield,ESSEX,1/1/2016,"6,388","424,597,000","66,468","1,227,689,500","192,187",1,53.40%,40.40%,2.72
299,Townsend,MIDDLESEX,1/1/2016,"9,194","265,865,000","28,917","784,187,600","85,293",0,41.10%,50.30%,3.50
300,Truro,BARNSTABLE,1/1/2016,"2,011","67,589,000","33,610","2,128,228,900","1,058,294",1,70.60%,23.30%,9.27
301,Tyngsborough,MIDDLESEX,1/1/2016,"12,054","441,797,000","36,651","1,414,054,300","117,310",1,45.90%,47.50%,3.58
302,Tyringham,BERKSHIRE,1/1/2016,326,"5,830,000","17,883","193,652,900","594,027",0,70.80%,24.60%,2.53
303,Upton,WORCESTER,1/1/2016,"7,668","336,430,000","43,875","987,457,600","128,776",1,51.10%,40%,3.56
304,Uxbridge,WORCESTER,1/1/2016,"13,647","440,236,000","32,259","1,443,118,800","105,746",0,43.20%,49.10%,3.90
305,Wakefield,MIDDLESEX,1/1/2016,"26,080","1,011,423,000","38,782","4,105,702,600","157,427",8,54.60%,39.90%,3.17
306,Wales,HAMPDEN,1/1/2016,"1,875","38,485,000","20,525","166,569,500","88,837",0,36.90%,55.70%,5.26
307,Walpole,NORFOLK,1/1/2016,"24,818","1,097,694,000","44,230","3,918,309,500","157,882",4,51.00%,43%,3.40
308,Waltham,MIDDLESEX,1/1/2016,"62,227","1,904,528,000","30,606","9,539,477,600","153,301",12,66.00%,28.90%,3.07
309,Ware,HAMPSHIRE,1/1/2016,"9,844","214,006,000","21,740","729,348,600","74,091",10,42.50%,50.20%,4.84
310,Wareham,PLYMOUTH,1/1/2016,"22,384","482,538,000","21,557","3,242,971,300","144,879",17,48.40%,45.70%,4.84
311,Warren,WORCESTER,1/1/2016,"5,168","89,891,000","17,394","317,967,900","61,526",0,38.50%,53.80%,4.89
312,Warwick,FRANKLIN,1/1/2016,774,"15,362,000","19,848","80,977,300","104,622",0,59.30%,31.10%,3.01
313,Washington,BERKSHIRE,1/1/2016,538,"12,962,000","24,093","80,744,000","150,082",0,68%,27.80%,4.75
314,Watertown,MIDDLESEX,1/1/2016,"32,996","1,266,237,000","38,375","5,632,812,800","170,712",4,72.80%,22%,2.62
315,Wayland,MIDDLESEX,1/1/2016,"13,444","1,937,745,000","144,135","3,174,625,500","236,137",1,73.70%,20.50%,2.92
316,Webster,WORCESTER,1/1/2016,"16,811","385,262,000","22,917","1,433,490,800","85,271",5,43.30%,49.70%,4.70
317,Wellesley,NORFOLK,1/1/2016,"29,090","4,775,204,000","164,153","10,212,968,600","351,082",0,72.10%,22.50%,2.94
318,Wellfleet,BARNSTABLE,1/1/2016,"2,733","103,842,000","37,996","2,315,999,400","847,420",0,70.10%,23.30%,7.72
319,Wendell,FRANKLIN,1/1/2016,868,"16,673,000","19,209","94,635,600","109,027",0,69.90%,18.10%,4.76
320,Wenham,ESSEX,1/1/2016,"5,055","354,569,000","70,142","713,636,100","141,174",0,58%,32.80%,3.28
321,West Boylston,WORCESTER,1/1/2016,"7,901","225,629,000","28,557","870,068,600","110,121",2,50.10%,43.10%,4.76
322,West Bridgewater,PLYMOUTH,1/1/2016,"6,983","212,878,000","30,485","996,335,700","142,680",1,40.10%,53.10%,3.90
323,West Brookfield,WORCESTER,1/1/2016,"3,759","113,168,000","30,106","354,767,800","94,378",0,42.80%,49.80%,3.76
324,West Newbury,ESSEX,1/1/2016,"4,437","245,509,000","55,332","804,289,500","181,269",0,56.80%,35.70%,2.94
325,West Springfield,HAMPDEN,1/1/2016,"28,684","704,535,000","24,562","2,654,054,200","92,527",4,47.40%,46%,4.50
326,West Stockbridge,BERKSHIRE,1/1/2016,"1,288","50,278,000","39,036","380,910,500","295,738",0,74.80%,20%,3.70
327,West Tisbury,DUKES,1/1/2016,"2,874","83,823,000","29,166","2,472,763,000","860,391",1,79.00%,15.40%,3.64
328,Westborough,WORCESTER,1/1/2016,"18,630","1,009,538,000","54,189","3,486,951,200","187,169",0,63.90%,29.40%,2.97
329,Westfield,HAMPDEN,1/1/2016,"41,301","1,007,205,000","24,387","3,076,262,300","74,484",16,44.20%,48%,4.63
330,Westford,MIDDLESEX,1/1/2016,"23,265","1,206,896,000","51,876","4,111,703,000","176,733",1,58.00%,34.80%,3.22
331,Westhampton,HAMPSHIRE,1/1/2016,"1,603","49,503,000","30,881","219,564,300","136,971",0,57%,36.80%,3.71
332,Westminster,WORCESTER,1/1/2016,"7,404","248,380,000","33,547","856,074,400","115,623",0,43.70%,48.60%,3.82
333,Weston,MIDDLESEX,1/1/2016,"11,853","3,630,013,000","306,253","5,594,429,400","471,984",1,68%,25.90%,2.69
334,Westport,BRISTOL,1/1/2016,"15,700","518,707,000","33,039","3,052,146,400","194,404",1,48.10%,47.40%,5.05
335,Westwood,NORFOLK,1/1/2016,"14,876","1,471,793,000","98,937","3,698,071,400","248,593",2,58.40%,35.50%,2.81
336,Weymouth,NORFOLK,1/1/2016,"55,419","1,618,152,000","29,199","6,202,696,700","111,924",57,53%,41.60%,4.03
337,Whately,FRANKLIN,1/1/2016,"1,505","35,720,000","23,734","260,658,200","173,195",0,58.50%,33.00%,2.58
338,Whitman,PLYMOUTH,1/1/2016,"14,696","393,827,000","26,798","1,328,007,600","90,365",1,43.70%,49.10%,4.07
339,Wilbraham,HAMPDEN,1/1/2016,"14,477","614,660,000","42,458","1,658,972,800","114,594",0,45.50%,48.70%,3.48
340,Williamsburg,HAMPSHIRE,1/1/2016,"2,466","59,542,848","24,146","324,336,900","131,523",0,71.80%,20.60%,3.69
341,Williamstown,BERKSHIRE,1/1/2016,"7,599","241,281,000","31,752","1,044,563,700","137,461",0,82.40%,13.60%,3.75
342,Wilmington,MIDDLESEX,1/1/2016,"23,147","832,334,000","35,959","3,771,818,200","162,951",2,43.30%,50.60%,3.34
343,Winchendon,WORCESTER,1/1/2016,"10,542","202,634,000","19,222","661,966,200","62,793",2,40%,51.50%,4.44
344,Winchester,MIDDLESEX,1/1/2016,"22,079","2,013,779,000","91,208","6,044,138,800","273,751",10,64.20%,30.00%,2.82
345,Windsor,BERKSHIRE,1/1/2016,903,"21,253,000","23,536","114,955,700","127,304",0,60.30%,30.60%,3.20
346,Winthrop,SUFFOLK,1/1/2016,"18,111","524,203,000","28,944","1,716,742,400","94,790",1,54.70%,40.60%,3.56
347,Woburn,MIDDLESEX,1/1/2016,"39,083","1,290,418,000","33,017","6,189,092,800","158,358",9,53.70%,41%,3.36
348,Worcester,WORCESTER,1/1/2016,"182,544","3,528,203,000","19,328","11,615,944,200","63,634",112,66.70%,27.70%,4.42
349,Worthington,HAMPSHIRE,1/1/2016,"1,167","30,928,000","26,502","164,406,000","140,879",0,57.60%,30.70%,3.33
350,Wrentham,NORFOLK,1/1/2016,"11,268","545,171,000","48,382","1,832,199,200","162,602",1,46.70%,46%,3.07
351,Yarmouth,BARNSTABLE,1/1/2016,"23,651","620,640,000","26,242","5,463,786,300","231,017",6,52.50%,42.20%,5.08
1,Abington,PLYMOUTH,1/1/2017,"16,179","516,549,000","32,036","1,759,005,600","108,722",3,47.50%,46.50%,3.90
2,Acton,MIDDLESEX,1/1/2017,"23,253","1,315,982,000","57,489","3,865,006,000","166,215",0,73.50%,20.50%,2.83
3,Acushnet,BRISTOL,1/1/2017,"10,415","287,587,000","27,786","1,040,797,100","99,933",4,43.50%,51.80%,4.81
4,Adams,BERKSHIRE,1/1/2017,"8,260","169,793,000","20,378","483,765,400","58,567",0,60.80%,32.40%,5.11
5,Agawam,HAMPDEN,1/1/2017,"28,728","771,471,000","26,876","2,944,629,200","102,500",4,42.80%,51.20%,3.86
6,Alford,BERKSHIRE,1/1/2017,495,"38,535,000","78,483","281,265,800","568,214",0,76.90%,17.70%,2.48
7,Amesbury,ESSEX,1/1/2017,"17,294","548,616,000","32,950","1,849,252,600","106,930",4,57.00%,35.60%,2.98
8,Amherst,HAMPSHIRE,1/1/2017,"39,826","663,320,000","17,044","2,220,991,600","55,767",1,84.10%,8.60%,3.38
9,Andover,ESSEX,1/1/2017,"35,035","2,447,461,000","70,988","7,120,772,800","203,247",2,59.30%,34.90%,3.00
10,Arlington,MIDDLESEX,1/1/2017,"44,477","2,304,468,000","52,341","7,913,085,100","177,914",1,83.10%,12.20%,2.54
11,Ashburnham,WORCESTER,1/1/2017,"6,181","187,496,000","30,462","585,465,100","94,720",0,77.70%,17.80%,3.70
12,Ashby,MIDDLESEX,1/1/2017,"3,209","88,954,000","28,141","288,268,400","89,831",1,44.00%,47%,3.11
13,Ashfield,FRANKLIN,1/1/2017,"1,729","45,465,000","26,235","230,930,200","133,563",0,38.60%,52.20%,2.56
14,Ashland,MIDDLESEX,1/1/2017,"17,317","761,361,000","44,394","2,267,885,700","130,963",2,74.90%,16.50%,2.92
15,Athol,WORCESTER,1/1/2017,"11,626","209,670,000","18,045","635,006,300","54,619",5,63.00%,30.70%,4.62
16,Attleboro,BRISTOL,1/1/2017,"44,074","1,238,666,000","28,225","3,884,331,000","88,132",40,42.80%,48.10%,3.96
17,Auburn,WORCESTER,1/1/2017,"16,414","504,025,000","30,893","1,944,459,700","118,463",1,51.30%,42.00%,3.74
18,Avon,NORFOLK,1/1/2017,"4,490","131,491,000","29,522","770,032,900","171,500",1,49.10%,43.80%,3.77
19,Ayer,MIDDLESEX,1/1/2017,"7,913","230,071,000","29,417","1,012,014,600","127,893",3,51.40%,43.70%,4.08
20,Barnstable,BARNSTABLE,1/1/2017,"44,487","1,492,914,000","33,443","13,476,184,100","302,924",23,53.80%,37.30%,4.37
21,Barre,WORCESTER,1/1/2017,"5,464","126,515,000","23,231","406,699,000","74,432",0,50.70%,43.90%,4.56
22,Becket,BERKSHIRE,1/1/2017,"1,768","41,521,000","23,340","516,080,100","291,901",0,42.10%,50.10%,4.84
23,Bedford,MIDDLESEX,1/1/2017,"14,082","805,132,000","57,612","3,037,581,300","215,707",2,57.00%,36.80%,2.90
24,Belchertown,HAMPSHIRE,1/1/2017,"14,858","455,829,000","30,935","1,401,621,900","94,334",3,65.30%,28.40%,3.37
25,Bellingham,NORFOLK,1/1/2017,"16,793","533,677,000","32,005","2,163,943,500","128,860",1,54.00%,38.80%,3.71
26,Belmont,MIDDLESEX,1/1/2017,"25,515","1,857,450,000","73,324","5,760,631,800","225,774",2,46.40%,46.70%,2.65
27,Berkley,BRISTOL,1/1/2017,"6,584","220,213,000","33,796","755,363,800","114,727",2,72.40%,22.00%,3.83
28,Berlin,WORCESTER,1/1/2017,"2,979","137,395,000","46,701","533,595,700","179,119",0,40.50%,54.00%,3.55
29,Bernardston,FRANKLIN,1/1/2017,"2,111","55,041,000","25,926","221,233,900","104,801",0,52.70%,38.90%,4.18
30,Beverly,ESSEX,1/1/2017,"41,081","1,570,944,000","38,632","5,684,015,700","138,361",18,59.20%,31.80%,3.18
31,Billerica,MIDDLESEX,1/1/2017,"42,403","1,382,527,000","33,005","5,566,356,800","131,273",8,61.00%,32.20%,3.45
32,Blackstone,WORCESTER,1/1/2017,"9,092","251,191,000","27,667","843,990,300","92,828",1,46.50%,48%,4.17
33,Blandford,HAMPDEN,1/1/2017,"1,256","35,238,000","28,281","172,518,200","137,355",0,41.20%,51.80%,3.70
34,Bolton,WORCESTER,1/1/2017,"5,133","330,212,000","65,066","933,040,100","181,773",1,36.80%,58.00%,2.82
35,Boston,SUFFOLK,1/1/2017,"660,278","25,546,202,000","39,547","110,810,609,300","167,824",285,58.90%,32.30%,3.37
36,Bourne,BARNSTABLE,1/1/2017,"19,739","609,623,000","30,894","4,220,554,100","213,818",1,81.70%,14.20%,4.38
37,Boxborough,MIDDLESEX,1/1/2017,"5,173","287,937,000","56,052","998,009,700","192,927",1,45.50%,49.10%,2.84
38,Boxford,ESSEX,1/1/2017,"8,203","692,008,000","84,774","1,613,407,100","196,685",0,67.70%,25.70%,2.75
39,Boylston,WORCESTER,1/1/2017,"4,476","221,074,000","49,893","625,053,300","139,646",0,49.30%,44.10%,3.17
40,Braintree,NORFOLK,1/1/2017,"37,414","1,358,152,000","36,980","5,574,551,500","148,996",10,51.60%,40.80%,3.31
41,Brewster,BARNSTABLE,1/1/2017,"9,947","288,703,000","29,598","3,545,641,200","356,453",1,52.50%,42.50%,3.78
42,Bridgewater,PLYMOUTH,1/1/2017,"27,531","769,573,000","29,034","2,412,842,700","87,641",5,57.90%,36.00%,3.55
43,Brimfield,HAMPDEN,1/1/2017,"3,723","119,158,000","32,135","395,322,100","106,184",0,44.60%,49.20%,3.31
44,Brockton,PLYMOUTH,1/1/2017,"94,800","1,758,945,000","18,694","5,739,735,500","60,546",74,39%,54.10%,5.06
45,Brookfield,WORCESTER,1/1/2017,"3,400","83,534,000","24,707","255,456,800","75,134",2,71.50%,24.80%,3.92
46,Brookline,NORFOLK,1/1/2017,"59,388","4,040,498,000","68,335","17,051,417,000","287,119",4,39.90%,52.80%,2.28
47,Buckland,FRANKLIN,1/1/2017,"1,872","37,235,454","19,712","213,003,400","113,784",0,84.90%,11.10%,2.63
48,Burlington,MIDDLESEX,1/1/2017,"25,699","1,021,083,000","40,101","5,185,943,200","201,796",16,68.50%,22.50%,2.94
49,Cambridge,MIDDLESEX,1/1/2017,"109,700","5,555,551,000","51,781","29,733,817,500","271,047",22,55%,39.70%,2.43
50,Canton,NORFOLK,1/1/2017,"22,551","1,148,644,000","51,692","4,083,657,900","181,085",4,89.20%,6.50%,3.52
51,Carlisle,MIDDLESEX,1/1/2017,"5,107","539,037,000","107,207","1,241,047,500","243,009",0,57.30%,37.40%,2.81
52,Carver,PLYMOUTH,1/1/2017,"11,573","318,440,000","27,705","1,134,092,700","97,995",3,70.40%,22.40%,3.80
53,Charlemont,FRANKLIN,1/1/2017,"1,245","26,227,000","20,965","130,454,200","104,782",0,40.90%,52.00%,4.20
54,Charlton,WORCESTER,1/1/2017,"13,308","427,100,000","32,417","1,413,260,000","106,196",3,58.20%,32.50%,3.31
55,Chatham,BARNSTABLE,1/1/2017,"6,138","270,083,000","44,052","6,196,588,000","1,009,545",0,38.00%,54.10%,4.39
56,Chelmsford,MIDDLESEX,1/1/2017,"35,028","1,503,838,000","43,311","4,733,578,400","135,137",5,53.50%,40.10%,3.19
57,Chelsea,SUFFOLK,1/1/2017,"38,263","588,057,000","15,611","2,234,376,700","58,395",9,54.20%,39.10%,3.51
58,Cheshire,BERKSHIRE,1/1/2017,"3,177","82,551,000","25,862","297,594,300","93,671",0,80%,16.80%,5.02
59,Chester,HAMPDEN,1/1/2017,"1,365","28,752,000","21,141","122,891,100","90,030",0,53.40%,40.40%,4.44
60,Chesterfield,HAMPSHIRE,1/1/2017,"1,249","23,596,000","19,044","151,017,800","120,911",0,35.10%,55%,3.02
61,Chicopee,HAMPDEN,1/1/2017,"56,545","1,038,808,000","18,644","3,824,974,200","67,645",10,53.50%,36.00%,4.85
